step,x,y,goal_x,goal_y
767,10.196,10.525,15.800,15.100
768,10.212,10.530,15.800,15.100
769,10.228,10.535,15.800,15.100
770,10.243,10.540,15.800,15.100
771,10.259,10.546,15.800,15.100
772,10.274,10.553,15.800,15.100
773,10.290,10.560,15.800,15.100
774,10.305,10.567,15.800,15.100
775,10.322,10.574,15.800,15.100
776,10.339,10.582,15.800,15.100
777,10.357,10.590,15.800,15.100
778,10.375,10.598,15.800,15.100
779,10.393,10.606,15.800,15.100
780,10.412,10.615,15.800,15.100
781,10.430,10.623,15.800,15.100
782,10.448,10.631,15.800,15.100
783,10.466,10.639,15.800,15.100
784,10.484,10.647,15.800,15.100
785,10.502,10.655,15.800,15.100
786,10.520,10.663,15.800,15.100
787,10.538,10.671,15.800,15.100
788,10.557,10.679,15.800,15.100
789,10.575,10.687,15.800,15.100
790,10.593,10.695,15.800,15.100
791,10.611,10.703,15.800,15.100
792,10.629,10.711,15.800,15.100
793,10.647,10.719,15.800,15.100
794,10.665,10.727,15.800,15.100
795,10.684,10.735,15.800,15.100
796,10.702,10.743,15.800,15.100
797,10.720,10.751,15.800,15.100
798,10.738,10.759,15.800,15.100
799,10.756,10.767,15.800,15.100
800,10.774,10.775,15.800,15.100
801,10.792,10.783,15.800,15.100
802,10.810,10.792,15.800,15.100
803,10.829,10.800,15.800,15.100
804,10.847,10.808,15.800,15.100
805,10.865,10.816,15.800,15.100
806,10.883,10.824,15.800,15.100
807,10.901,10.832,15.800,15.100
808,10.919,10.840,15.800,15.100
809,10.937,10.848,15.800,15.100
810,10.955,10.856,15.800,15.100
811,10.974,10.864,15.800,15.100
812,10.992,10.872,15.800,15.100
813,11.010,10.880,15.800,15.100
814,11.028,10.888,15.800,15.100
815,11.046,10.896,15.800,15.100
816,11.064,10.904,15.800,15.100
817,11.082,10.912,15.800,15.100
818,11.100,10.920,15.800,15.100
819,11.118,10.928,15.800,15.100
820,11.137,10.936,15.800,15.100
821,11.155,10.944,15.800,15.100
822,11.173,10.952,15.800,15.100
823,11.191,10.960,15.800,15.100
824,11.209,10.968,15.800,15.100
825,11.227,10.976,15.800,15.100
826,11.245,10.984,15.800,15.100
827,11.263,10.992,15.800,15.100
828,11.282,11.000,15.800,15.100
829,11.300,11.008,15.800,15.100
830,11.318,11.016,15.800,15.100
831,11.336,11.024,15.800,15.100
832,11.354,11.032,15.800,15.100
833,11.372,11.040,15.800,15.100
834,11.390,11.048,15.800,15.100
835,11.408,11.056,15.800,15.100
836,11.427,11.064,15.800,15.100
837,11.445,11.072,15.800,15.100
838,11.463,11.080,15.800,15.100
839,11.481,11.088,15.800,15.100
840,11.499,11.096,15.800,15.100
841,11.517,11.104,15.800,15.100
842,11.535,11.112,15.800,15.100
843,11.553,11.120,15.800,15.100
844,11.571,11.128,15.800,15.100
845,11.590,11.136,15.800,15.100
846,11.608,11.144,15.800,15.100
847,11.626,11.152,15.800,15.100
848,11.644,11.160,15.800,15.100
849,11.662,11.168,15.800,15.100
850,11.680,11.176,15.800,15.100
851,11.698,11.184,15.800,15.100
852,11.716,11.192,15.800,15.100
853,11.735,11.200,15.800,15.100
854,11.753,11.208,15.800,15.100
855,11.771,11.216,15.800,15.100
856,11.789,11.224,15.800,15.100
857,11.807,11.233,15.800,15.100
858,11.825,11.241,15.800,15.100
859,11.843,11.249,15.800,15.100
860,11.861,11.257,15.800,15.100
861,11.879,11.265,15.800,15.100
862,11.898,11.273,15.800,15.100
863,11.916,11.281,15.800,15.100
864,11.934,11.289,15.800,15.100
865,11.952,11.297,15.800,15.100
866,11.970,11.305,15.800,15.100
867,11.988,11.313,15.800,15.100
868,12.006,11.321,15.800,15.100
869,12.024,11.329,15.800,15.100
870,12.043,11.337,15.800,15.100
871,12.061,11.345,15.800,15.100
872,12.079,11.353,15.800,15.100
873,12.097,11.361,15.800,15.100
874,12.115,11.369,15.800,15.100
875,12.133,11.377,15.800,15.100
876,12.151,11.385,15.800,15.100
877,12.169,11.393,15.800,15.100
878,12.188,11.401,15.800,15.100
879,12.206,11.409,15.800,15.100
880,12.224,11.417,15.800,15.100
881,12.242,11.425,15.800,15.100
882,12.260,11.433,15.800,15.100
883,12.278,11.441,15.800,15.100
884,12.296,11.449,15.800,15.100
885,12.314,11.457,15.800,15.100
886,12.332,11.465,15.800,15.100
887,12.351,11.473,15.800,15.100
888,12.369,11.481,15.800,15.100
889,12.387,11.489,15.800,15.100
890,12.405,11.497,15.800,15.100
891,12.423,11.505,15.800,15.100
892,12.441,11.513,15.800,15.100
893,12.459,11.521,15.800,15.100
894,12.477,11.529,15.800,15.100
895,12.496,11.537,15.800,15.100
896,12.514,11.545,15.800,15.100
897,12.532,11.553,15.800,15.100
898,12.550,11.561,15.800,15.100
899,12.568,11.569,15.800,15.100
900,12.586,11.577,15.800,15.100
901,12.604,11.585,15.800,15.100
902,12.622,11.593,15.800,15.100
903,12.640,11.601,15.800,15.100
904,12.659,11.609,15.800,15.100
905,12.677,11.617,15.800,15.100
906,12.695,11.625,15.800,15.100
907,12.713,11.633,15.800,15.100
908,12.731,11.641,15.800,15.100
909,12.749,11.649,15.800,15.100
910,12.767,11.657,15.800,15.100
911,12.785,11.665,15.800,15.100
912,12.804,11.673,15.800,15.100
913,12.822,11.681,15.800,15.100
914,12.840,11.689,15.800,15.100
915,12.858,11.697,15.800,15.100
916,12.876,11.706,15.800,15.100
917,12.894,11.714,15.800,15.100
918,12.912,11.722,15.800,15.100
919,12.930,11.730,15.800,15.100
920,12.948,11.738,15.800,15.100
921,12.967,11.746,15.800,15.100
922,12.985,11.754,15.800,15.100
923,13.003,11.762,15.800,15.100
924,13.021,11.770,15.800,15.100
925,13.039,11.778,15.800,15.100
926,13.057,11.786,15.800,15.100
927,13.075,11.794,15.800,15.100
928,13.093,11.802,15.800,15.100
929,13.112,11.810,15.800,15.100
930,13.130,11.818,15.800,15.100
931,13.148,11.826,15.800,15.100
932,13.166,11.834,15.800,15.100
933,13.184,11.842,15.800,15.100
934,13.202,11.850,15.800,15.100
935,13.220,11.858,15.800,15.100
936,13.238,11.866,15.800,15.100
937,13.256,11.874,15.800,15.100
938,13.275,11.882,15.800,15.100
939,13.293,11.890,15.800,15.100
940,13.311,11.898,15.800,15.100
941,13.329,11.906,15.800,15.100
942,13.347,11.914,15.800,15.100
943,13.365,11.922,15.800,15.100
944,13.383,11.930,15.800,15.100
945,13.401,11.938,15.800,15.100
946,13.419,11.946,15.800,15.100
947,13.438,11.954,15.800,15.100
948,13.456,11.962,15.800,15.100
949,13.474,11.970,15.800,15.100
950,13.492,11.978,15.800,15.100
951,13.510,11.986,15.800,15.100
952,13.528,11.994,15.800,15.100
953,13.546,12.002,15.800,15.100
954,13.564,12.010,15.800,15.100
955,13.583,12.018,15.800,15.100
956,13.601,12.026,15.800,15.100
957,13.619,12.034,15.800,15.100
958,13.637,12.042,15.800,15.100
959,13.655,12.050,15.800,15.100
960,13.673,12.058,15.800,15.100
961,13.691,12.066,15.800,15.100
962,13.709,12.074,15.800,15.100
963,13.727,12.082,15.800,15.100
964,13.746,12.090,15.800,15.100
965,13.764,12.098,15.800,15.100
966,13.782,12.106,15.800,15.100
967,13.800,12.114,15.800,15.100
968,13.818,12.122,15.800,15.100
969,13.836,12.130,15.800,15.100
970,13.854,12.138,15.800,15.100
971,13.871,12.146,15.800,15.100
972,13.886,12.153,15.800,15.100
973,13.900,12.160,15.800,15.100
974,13.915,12.167,15.800,15.100
975,13.930,12.175,15.800,15.100
976,13.944,12.182,15.800,15.100
977,13.959,12.191,15.800,15.100
978,13.973,12.199,15.800,15.100
979,13.987,12.208,15.800,15.100
980,14.001,12.216,15.800,15.100
981,14.015,12.225,15.800,15.100
982,14.029,12.234,15.800,15.100
983,14.042,12.243,15.800,15.100
984,14.056,12.252,15.800,15.100
985,14.069,12.262,15.800,15.100
986,14.082,12.272,15.800,15.100
987,14.095,12.281,15.800,15.100
988,14.109,12.292,15.800,15.100
989,14.122,12.302,15.800,15.100
990,14.135,12.313,15.800,15.100
991,14.147,12.324,15.800,15.100
992,14.160,12.335,15.800,15.100
993,14.172,12.347,15.800,15.100
994,14.184,12.359,15.800,15.100
995,14.196,12.371,15.800,15.100
996,14.207,12.384,15.800,15.100
997,14.218,12.396,15.800,15.100
998,14.229,12.409,15.800,15.100
999,14.239,12.422,15.800,15.100
1000,14.249,12.436,15.800,15.100
1001,14.259,12.449,15.800,15.100
1002,14.269,12.462,15.800,15.100
1003,14.278,12.476,15.800,15.100
1004,14.287,12.489,15.800,15.100
1005,14.296,12.502,15.800,15.100
1006,14.305,12.516,15.800,15.100
1007,14.314,12.530,15.800,15.100
1008,14.323,12.544,15.800,15.100
1009,14.332,12.560,15.800,15.100
1010,14.341,12.576,15.800,15.100
1011,14.351,12.593,15.800,15.100
1012,14.360,12.611,15.800,15.100
1013,14.369,12.628,15.800,15.100
1014,14.378,12.646,15.800,15.100
1015,14.387,12.664,15.800,15.100
1016,14.395,12.682,15.800,15.100
1017,14.404,12.700,15.800,15.100
1018,14.413,12.718,15.800,15.100
1019,14.421,12.735,15.800,15.100
1020,14.430,12.753,15.800,15.100
1021,14.439,12.771,15.800,15.100
1022,14.447,12.789,15.800,15.100
1023,14.456,12.807,15.800,15.100
1024,14.465,12.824,15.800,15.100
1025,14.473,12.842,15.800,15.100
1026,14.482,12.860,15.800,15.100
1027,14.491,12.878,15.800,15.100
1028,14.499,12.896,15.800,15.100
1029,14.508,12.913,15.800,15.100
1030,14.517,12.931,15.800,15.100
1031,14.526,12.949,15.800,15.100
1032,14.534,12.967,15.800,15.100
1033,14.543,12.985,15.800,15.100
1034,14.552,13.002,15.800,15.100
1035,14.560,13.020,15.800,15.100
1036,14.569,13.038,15.800,15.100
1037,14.578,13.056,15.800,15.100
1038,14.586,13.074,15.800,15.100
1039,14.595,13.092,15.800,15.100
1040,14.604,13.109,15.800,15.100
1041,14.612,13.127,15.800,15.100
1042,14.621,13.145,15.800,15.100
1043,14.630,13.163,15.800,15.100
1044,14.638,13.181,15.800,15.100
1045,14.647,13.198,15.800,15.100
1046,14.656,13.216,15.800,15.100
1047,14.664,13.234,15.800,15.100
1048,14.673,13.252,15.800,15.100
1049,14.682,13.270,15.800,15.100
1050,14.691,13.288,15.800,15.100
1051,14.699,13.305,15.800,15.100
1052,14.708,13.323,15.800,15.100
1053,14.717,13.341,15.800,15.100
1054,14.725,13.359,15.800,15.100
1055,14.734,13.377,15.800,15.100
1056,14.743,13.394,15.800,15.100
1057,14.751,13.412,15.800,15.100
1058,14.760,13.430,15.800,15.100
1059,14.769,13.448,15.800,15.100
1060,14.777,13.466,15.800,15.100
1061,14.786,13.484,15.800,15.100
1062,14.795,13.501,15.800,15.100
1063,14.803,13.519,15.800,15.100
1064,14.812,13.537,15.800,15.100
1065,14.821,13.555,15.800,15.100
1066,14.829,13.573,15.800,15.100
1067,14.838,13.590,15.800,15.100
1068,14.847,13.608,15.800,15.100
1069,14.856,13.626,15.800,15.100
1070,14.864,13.644,15.800,15.100
1071,14.873,13.662,15.800,15.100
1072,14.882,13.680,15.800,15.100
1073,14.890,13.697,15.800,15.100
1074,14.899,13.715,15.800,15.100
1075,14.908,13.733,15.800,15.100
1076,14.916,13.751,15.800,15.100
1077,14.925,13.769,15.800,15.100
1078,14.934,13.786,15.800,15.100
1079,14.942,13.804,15.800,15.100
1080,14.951,13.822,15.800,15.100
1081,14.960,13.840,15.800,15.100
1082,14.968,13.858,15.800,15.100
1083,14.977,13.876,15.800,15.100
1084,14.986,13.893,15.800,15.100
1085,14.995,13.911,15.800,15.100
1086,15.003,13.929,15.800,15.100
1087,15.012,13.947,15.800,15.100
1088,15.021,13.965,15.800,15.100
1089,15.029,13.982,15.800,15.100
1090,15.038,14.000,15.800,15.100
1091,15.047,14.018,15.800,15.100
1092,15.055,14.036,15.800,15.100
1093,15.064,14.054,15.800,15.100
1094,15.073,14.072,15.800,15.100
1095,15.081,14.089,15.800,15.100
1096,15.090,14.107,15.800,15.100
1097,15.099,14.125,15.800,15.100
1098,15.107,14.143,15.800,15.100
1099,15.116,14.161,15.800,15.100
1100,15.125,14.178,15.800,15.100
1101,15.134,14.196,15.800,15.100
1102,15.142,14.214,15.800,15.100
1103,15.151,14.232,15.800,15.100
1104,15.160,14.250,15.800,15.100
1105,15.168,14.268,15.800,15.100
1106,15.177,14.285,15.800,15.100
1107,15.186,14.303,15.800,15.100
1108,15.194,14.321,15.800,15.100
1109,15.202,14.337,15.800,15.100
1110,15.211,14.355,15.800,15.100
1111,15.219,14.371,15.800,15.100
1112,15.228,14.389,15.800,15.100
1113,15.236,14.405,15.800,15.100
1114,15.245,14.423,15.800,15.100
1115,15.253,14.439,15.800,15.100
1116,15.262,14.457,15.800,15.100
1117,15.270,14.473,15.800,15.100
1118,15.279,14.491,15.800,15.100
1119,15.287,14.507,15.800,15.100
1120,15.296,14.525,15.800,15.100
1121,15.304,14.541,15.800,15.100
1122,15.312,14.555,15.800,15.100
1123,15.320,14.572,15.800,15.100
1124,15.328,14.586,15.800,15.100
1125,15.337,14.602,15.800,15.100
1126,15.344,14.617,15.800,15.100
1127,15.353,14.633,15.800,15.100
1128,15.361,14.647,15.800,15.100
1129,15.369,14.663,15.800,15.100
1130,15.378,14.677,15.800,15.100
1131,15.386,14.693,15.800,15.100
1132,15.394,14.707,15.800,15.100
1133,15.403,14.723,15.800,15.100
1134,15.411,14.737,15.800,15.100
1135,15.420,14.751,15.800,15.100
1136,15.429,14.767,15.800,15.100
1137,15.437,14.781,15.800,15.100
1138,15.446,14.796,15.800,15.100
1139,15.454,14.811,15.800,15.100
1140,15.463,14.825,15.800,15.100
