step,x,y,goal_x,goal_y
444,-35.736,-19.989,21.200,12.700
445,-35.737,-19.989,21.200,12.700
446,-35.737,-19.989,21.200,12.700
447,-35.737,-19.989,21.200,12.700
448,-35.737,-19.989,21.200,12.700
449,-35.737,-19.989,21.200,12.700
450,-35.737,-19.989,21.200,12.700
451,-35.737,-19.989,21.200,12.700
452,-35.737,-19.988,21.200,12.700
453,-35.737,-19.988,21.200,12.700
454,-35.737,-19.988,21.200,12.700
455,-35.737,-19.988,21.200,12.700
456,-35.737,-19.988,21.200,12.700
457,-35.737,-19.988,21.200,12.700
458,-35.737,-19.988,21.200,12.700
459,-35.737,-19.988,21.200,12.700
460,-35.737,-19.989,21.200,12.700
461,-35.737,-19.989,21.200,12.700
462,-35.737,-19.989,21.200,12.700
463,-35.737,-19.989,21.200,12.700
464,-35.736,-19.988,21.200,12.700
465,-35.736,-19.988,21.200,12.700
466,-35.736,-19.988,21.200,12.700
467,-35.736,-19.988,21.200,12.700
468,-35.736,-19.988,21.200,12.700
469,-35.736,-19.988,21.200,12.700
470,-35.736,-19.988,21.200,12.700
471,-35.736,-19.988,21.200,12.700
472,-35.736,-19.988,21.200,12.700
473,-35.736,-19.988,21.200,12.700
474,-35.736,-19.988,21.200,12.700
475,-35.737,-19.988,21.200,12.700
476,-35.737,-19.988,21.200,12.700
477,-35.736,-19.986,21.200,12.700
478,-35.735,-19.986,21.200,12.700
479,-35.735,-19.986,21.200,12.700
480,-35.735,-19.985,21.200,12.700
481,-35.735,-19.985,21.200,12.700
482,-35.735,-19.985,21.200,12.700
483,-35.735,-19.985,21.200,12.700
484,-35.735,-19.985,21.200,12.700
485,-35.735,-19.985,21.200,12.700
486,-35.735,-19.985,21.200,12.700
487,-35.735,-19.985,21.200,12.700
488,-35.735,-19.986,21.200,12.700
489,-35.735,-19.986,21.200,12.700
490,-35.735,-19.986,21.200,12.700
491,-35.735,-19.986,21.200,12.700
492,-35.735,-19.986,21.200,12.700
493,-35.736,-19.986,21.200,12.700
494,-35.736,-19.986,21.200,12.700
495,-35.736,-19.986,21.200,12.700
496,-35.736,-19.986,21.200,12.700
497,-35.736,-19.986,21.200,12.700
498,-35.736,-19.986,21.200,12.700
499,-35.736,-19.986,21.200,12.700
500,-35.736,-19.986,21.200,12.700
501,-35.736,-19.986,21.200,12.700
502,-35.736,-19.986,21.200,12.700
503,-35.736,-19.986,21.200,12.700
504,-35.737,-19.986,21.200,12.700
505,-35.737,-19.986,21.200,12.700
506,-35.736,-19.984,21.200,12.700
507,-35.735,-19.984,21.200,12.700
508,-35.735,-19.984,21.200,12.700
509,-35.735,-19.983,21.200,12.700
510,-35.735,-19.983,21.200,12.700
511,-35.735,-19.983,21.200,12.700
512,-35.735,-19.983,21.200,12.700
513,-35.735,-19.983,21.200,12.700
514,-35.735,-19.983,21.200,12.700
515,-35.735,-19.983,21.200,12.700
516,-35.735,-19.983,21.200,12.700
517,-35.735,-19.983,21.200,12.700
518,-35.735,-19.983,21.200,12.700
519,-35.735,-19.984,21.200,12.700
520,-35.735,-19.984,21.200,12.700
521,-35.735,-19.984,21.200,12.700
522,-35.735,-19.984,21.200,12.700
523,-35.735,-19.983,21.200,12.700
524,-35.734,-19.983,21.200,12.700
525,-35.734,-19.983,21.200,12.700
526,-35.734,-19.983,21.200,12.700
527,-35.735,-19.983,21.200,12.700
528,-35.735,-19.983,21.200,12.700
529,-35.735,-19.983,21.200,12.700
530,-35.735,-19.983,21.200,12.700
531,-35.735,-19.983,21.200,12.700
532,-35.735,-19.983,21.200,12.700
533,-35.735,-19.983,21.200,12.700
534,-35.735,-19.983,21.200,12.700
535,-35.735,-19.983,21.200,12.700
536,-35.736,-19.983,21.200,12.700
537,-35.736,-19.983,21.200,12.700
538,-35.736,-19.983,21.200,12.700
539,-35.736,-19.983,21.200,12.700
540,-35.736,-19.982,21.200,12.700
541,-35.736,-19.982,21.200,12.700
542,-35.736,-19.982,21.200,12.700
543,-35.736,-19.982,21.200,12.700
544,-35.736,-19.982,21.200,12.700
545,-35.736,-19.982,21.200,12.700
546,-35.736,-19.982,21.200,12.700
547,-35.736,-19.982,21.200,12.700
548,-35.736,-19.982,21.200,12.700
549,-35.736,-19.982,21.200,12.700
550,-35.736,-19.982,21.200,12.700
551,-35.736,-19.982,21.200,12.700
552,-35.736,-19.983,21.200,12.700
553,-35.736,-19.983,21.200,12.700
554,-35.735,-19.981,21.200,12.700
555,-35.735,-19.981,21.200,12.700
556,-35.735,-19.981,21.200,12.700
557,-35.735,-19.981,21.200,12.700
558,-35.735,-19.981,21.200,12.700
559,-35.735,-19.981,21.200,12.700
560,-35.735,-19.981,21.200,12.700
561,-35.735,-19.981,21.200,12.700
562,-35.735,-19.981,21.200,12.700
563,-35.735,-19.981,21.200,12.700
564,-35.735,-19.981,21.200,12.700
565,-35.735,-19.981,21.200,12.700
566,-35.735,-19.981,21.200,12.700
567,-35.735,-19.980,21.200,12.700
568,-35.734,-19.979,21.200,12.700
569,-35.734,-19.979,21.200,12.700
570,-35.734,-19.979,21.200,12.700
571,-35.734,-19.979,21.200,12.700
572,-35.734,-19.979,21.200,12.700
573,-35.734,-19.979,21.200,12.700
574,-35.734,-19.979,21.200,12.700
575,-35.734,-19.979,21.200,12.700
576,-35.734,-19.979,21.200,12.700
577,-35.734,-19.979,21.200,12.700
578,-35.734,-19.979,21.200,12.700
579,-35.734,-19.979,21.200,12.700
580,-35.734,-19.979,21.200,12.700
581,-35.734,-19.979,21.200,12.700
582,-35.734,-19.979,21.200,12.700
583,-35.734,-19.979,21.200,12.700
584,-35.735,-19.979,21.200,12.700
585,-35.735,-19.979,21.200,12.700
586,-35.735,-19.979,21.200,12.700
587,-35.735,-19.979,21.200,12.700
588,-35.735,-19.979,21.200,12.700
589,-35.735,-19.979,21.200,12.700
590,-35.735,-19.979,21.200,12.700
591,-35.735,-19.979,21.200,12.700
592,-35.735,-19.979,21.200,12.700
593,-35.735,-19.979,21.200,12.700
594,-35.736,-19.979,21.200,12.700
595,-35.736,-19.979,21.200,12.700
596,-35.735,-19.978,21.200,12.700
597,-35.735,-19.977,21.200,12.700
598,-35.735,-19.977,21.200,12.700
599,-35.735,-19.977,21.200,12.700
600,-35.735,-19.977,21.200,12.700
601,-35.735,-19.976,21.200,12.700
602,-35.735,-19.976,21.200,12.700
603,-35.735,-19.976,21.200,12.700
604,-35.735,-19.976,21.200,12.700
605,-35.735,-19.976,21.200,12.700
606,-35.735,-19.976,21.200,12.700
607,-35.735,-19.977,21.200,12.700
608,-35.735,-19.977,21.200,12.700
609,-35.735,-19.977,21.200,12.700
610,-35.735,-19.977,21.200,12.700
611,-35.735,-19.978,21.200,12.700
612,-35.735,-19.978,21.200,12.700
613,-35.734,-19.976,21.200,12.700
614,-35.734,-19.976,21.200,12.700
615,-35.734,-19.976,21.200,12.700
616,-35.734,-19.976,21.200,12.700
617,-35.734,-19.976,21.200,12.700
618,-35.734,-19.976,21.200,12.700
619,-35.734,-19.976,21.200,12.700
620,-35.734,-19.976,21.200,12.700
621,-35.734,-19.976,21.200,12.700
622,-35.734,-19.976,21.200,12.700
623,-35.734,-19.976,21.200,12.700
624,-35.734,-19.976,21.200,12.700
625,-35.735,-19.976,21.200,12.700
626,-35.735,-19.976,21.200,12.700
627,-35.735,-19.976,21.200,12.700
628,-35.735,-19.976,21.200,12.700
629,-35.735,-19.976,21.200,12.700
630,-35.735,-19.976,21.200,12.700
631,-35.735,-19.976,21.200,12.700
632,-35.735,-19.976,21.200,12.700
633,-35.735,-19.975,21.200,12.700
634,-35.735,-19.975,21.200,12.700
635,-35.735,-19.975,21.200,12.700
636,-35.735,-19.975,21.200,12.700
637,-35.735,-19.975,21.200,12.700
638,-35.735,-19.975,21.200,12.700
639,-35.735,-19.976,21.200,12.700
640,-35.735,-19.976,21.200,12.700
641,-35.735,-19.976,21.200,12.700
642,-35.735,-19.976,21.200,12.700
643,-35.735,-19.976,21.200,12.700
644,-35.734,-19.975,21.200,12.700
645,-35.734,-19.975,21.200,12.700
646,-35.734,-19.975,21.200,12.700
647,-35.734,-19.975,21.200,12.700
648,-35.734,-19.975,21.200,12.700
649,-35.734,-19.975,21.200,12.700
650,-35.734,-19.975,21.200,12.700
651,-35.734,-19.975,21.200,12.700
652,-35.734,-19.975,21.200,12.700
653,-35.734,-19.975,21.200,12.700
654,-35.735,-19.975,21.200,12.700
655,-35.735,-19.975,21.200,12.700
656,-35.735,-19.975,21.200,12.700
657,-35.735,-19.975,21.200,12.700
658,-35.735,-19.975,21.200,12.700
659,-35.735,-19.975,21.200,12.700
660,-35.735,-19.974,21.200,12.700
661,-35.735,-19.974,21.200,12.700
662,-35.735,-19.974,21.200,12.700
663,-35.735,-19.974,21.200,12.700
664,-35.735,-19.974,21.200,12.700
665,-35.735,-19.974,21.200,12.700
666,-35.735,-19.974,21.200,12.700
667,-35.735,-19.974,21.200,12.700
668,-35.735,-19.975,21.200,12.700
669,-35.735,-19.975,21.200,12.700
670,-35.735,-19.975,21.200,12.700
671,-35.735,-19.975,21.200,12.700
672,-35.735,-19.975,21.200,12.700
673,-35.735,-19.975,21.200,12.700
674,-35.735,-19.975,21.200,12.700
675,-35.735,-19.975,21.200,12.700
676,-35.736,-19.975,21.200,12.700
677,-35.736,-19.975,21.200,12.700
678,-35.736,-19.975,21.200,12.700
679,-35.736,-19.975,21.200,12.700
680,-35.736,-19.975,21.200,12.700
681,-35.736,-19.975,21.200,12.700
682,-35.736,-19.975,21.200,12.700
683,-35.736,-19.975,21.200,12.700
684,-35.736,-19.975,21.200,12.700
685,-35.736,-19.975,21.200,12.700
686,-35.736,-19.973,21.200,12.700
687,-35.735,-19.973,21.200,12.700
688,-35.735,-19.972,21.200,12.700
689,-35.735,-19.972,21.200,12.700
690,-35.735,-19.972,21.200,12.700
691,-35.735,-19.972,21.200,12.700
692,-35.735,-19.972,21.200,12.700
693,-35.735,-19.971,21.200,12.700
694,-35.735,-19.971,21.200,12.700
695,-35.735,-19.972,21.200,12.700
696,-35.735,-19.972,21.200,12.700
