episode,reward,avg50,steps,done_reason,epsilon,loss
148,420.903,380.493,773,goal,0.3536,15.22353
149,732.673,385.586,1574,goal,0.3511,16.21250
150,510.315,381.839,1903,collision,0.3486,16.26436
151,627.100,384.067,1300,goal,0.3462,14.83624
152,215.815,373.514,834,collision,0.3438,13.13505
153,942.450,390.988,2923,goal,0.3414,14.32064
154,901.601,405.385,2436,goal,0.3390,14.23327
155,867.262,408.040,1999,goal,0.3366,15.21925
156,292.123,404.535,1638,stuck,0.3343,13.03905
157,224.914,403.676,1082,collision,0.3319,12.65255
158,506.374,405.247,833,goal,0.3296,12.71081
159,424.824,411.368,1442,collision,0.3273,12.69549
160,114.766,415.388,425,collision,0.3250,17.23147
161,942.511,427.797,2194,goal,0.3227,15.23539
162,997.984,434.580,2285,goal,0.3205,13.97113
163,985.018,449.183,2254,goal,0.3182,11.80172
164,643.859,459.303,1330,goal,0.3160,15.16154
165,835.995,467.086,2079,goal,0.3138,16.17597
166,322.303,486.425,476,goal,0.3116,12.82584
167,554.633,498.860,1054,goal,0.3094,15.68035
168,172.844,495.626,691,collision,0.3072,11.62135
169,1119.933,515.266,2796,goal,0.3051,15.72416
170,137.356,504.770,540,collision,0.3030,16.56146
171,432.383,507.444,726,goal,0.3008,16.98982
172,-65.744,506.445,970,stuck,0.2987,18.69095
173,818.617,521.096,1843,goal,0.2966,13.97887
174,572.941,521.177,2181,goal,0.2946,14.28954
175,428.619,512.704,2825,stuck,0.2925,13.66913
176,608.059,523.071,1217,goal,0.2904,16.09161
177,74.455,520.574,2335,collision,0.2884,15.37242
178,901.663,526.699,2171,goal,0.2864,12.65809
179,369.215,525.771,485,goal,0.2844,15.60648
180,405.033,528.911,1264,collision,0.2824,16.82906
181,394.470,524.529,2602,stuck,0.2804,14.95901
182,624.848,535.860,1904,collision,0.2785,12.58934
183,66.390,524.138,478,collision,0.2765,18.13406
184,511.443,523.501,1532,collision,0.2746,16.38376
185,123.347,519.063,476,collision,0.2727,19.69198
186,573.953,522.061,1813,collision,0.2707,13.73921
187,832.942,522.188,2498,collision,0.2688,16.48426
188,42.319,504.308,324,collision,0.2670,24.58188
189,617.125,509.408,1173,goal,0.2651,17.73612
190,983.920,523.051,2321,goal,0.2632,16.10550
191,331.199,525.624,434,goal,0.2614,12.87294
192,1102.042,537.554,2684,goal,0.2596,15.16928
193,-785.942,512.579,1381,stuck,0.2578,14.76157
194,-99.797,498.566,2186,stuck,0.2559,15.18693
195,331.375,488.641,1600,goal,0.2542,15.62851
196,1078.638,495.741,2438,goal,0.2524,16.39009
197,257.473,500.491,286,goal,0.2506,8.28458
198,954.965,511.172,2363,goal,0.2489,12.40169
199,369.068,503.900,680,goal,0.2471,11.95406
200,428.703,502.268,1468,collision,0.2454,12.17171
201,953.074,508.787,2807,goal,0.2437,15.54533
202,684.495,518.161,1500,goal,0.2420,14.86813
203,29.701,499.906,251,collision,0.2403,16.76911
204,281.800,487.510,1868,collision,0.2386,14.83555
205,547.271,481.110,1680,collision,0.2369,16.70468
206,414.543,483.558,1473,collision,0.2353,15.79261
207,496.548,488.991,1027,goal,0.2336,11.33421
208,899.934,496.862,1920,goal,0.2320,14.69243
209,269.613,493.758,1627,collision,0.2304,11.92419
210,15.007,491.763,1212,collision,0.2287,16.61681
211,-258.130,467.750,1680,collision,0.2271,11.90579
212,1047.966,468.750,2676,goal,0.2255,14.87906
213,-309.927,442.851,376,collision,0.2240,12.38340
214,645.712,442.888,1917,collision,0.2224,14.41887
215,467.734,435.523,1653,collision,0.2208,12.35480
216,579.412,440.665,1983,collision,0.2193,13.76271
217,1173.069,453.034,2996,goal,0.2178,13.41784
218,859.254,466.762,1849,goal,0.2162,10.47772
219,305.498,450.473,299,goal,0.2147,18.05016
220,30.371,448.333,1012,stuck,0.2132,12.56844
221,973.695,459.160,2171,goal,0.2117,12.12663
222,333.754,467.150,496,goal,0.2102,11.78916
223,961.597,470.009,2164,goal,0.2088,11.84377
224,1164.451,481.839,2901,goal,0.2073,11.86035
225,961.300,492.493,2310,goal,0.2059,14.28072
226,955.581,499.443,2302,goal,0.2044,10.63403
227,99.557,499.945,1436,stuck,0.2030,12.26597
228,725.774,496.428,1871,goal,0.2016,13.27388
229,297.912,495.002,1343,collision,0.2002,15.95115
230,-454.385,477.813,3211,stuck,0.1988,12.00336
231,611.092,482.146,2007,collision,0.1974,12.60892
232,186.215,473.373,705,collision,0.1960,10.59670
233,669.338,485.432,1425,goal,0.1946,10.43331
234,-4.156,475.120,119,collision,0.1933,7.18955
235,494.054,482.534,1589,collision,0.1919,12.94253
236,713.696,485.329,1672,goal,0.1906,10.08920
237,1309.786,494.866,3011,goal,0.1892,11.63801
238,599.939,506.018,1103,goal,0.1879,11.56995
239,641.870,506.513,1269,goal,0.1866,9.90637
240,841.423,503.663,2030,goal,0.1853,12.94847
241,-4.936,496.940,164,collision,0.1840,7.64177
242,1425.473,503.409,3916,goal,0.1827,10.94989
243,-429.183,510.544,1711,stuck,0.1814,10.01531
244,868.942,529.919,1790,goal,0.1801,9.71197
245,386.586,531.023,1251,collision,0.1789,11.82180
246,65.099,510.753,2531,collision,0.1776,11.26696
247,454.721,514.698,1635,collision,0.1764,9.94337
248,681.734,509.233,1610,goal,0.1752,9.70264
249,890.299,519.658,1976,goal,0.1739,10.09955
250,168.253,514.449,843,collision,0.1727,9.64283
251,852.805,512.443,1889,goal,0.1715,11.82680
252,545.265,509.659,1654,collision,0.1703,9.72649
253,646.575,521.996,2925,stuck,0.1691,7.41614
254,687.358,530.107,2862,stuck,0.1679,7.97406
255,-34.061,518.481,2341,stuck,0.1667,10.44043
256,1437.130,538.932,4178,goal,0.1656,8.53083
257,104.654,531.094,579,collision,0.1644,9.81698
258,406.376,521.223,595,goal,0.1633,7.97932
259,611.685,528.065,1172,goal,0.1621,8.00961
260,438.426,536.533,767,goal,0.1610,9.39171
261,58.439,542.864,1301,stuck,0.1599,8.67805
262,609.296,534.091,1847,collision,0.1587,10.71372
263,663.248,553.555,1308,goal,0.1576,9.00896
264,1019.533,561.031,2305,goal,0.1565,9.46708
265,1256.837,576.813,3000,goal,0.1554,9.29123
266,-60.160,564.022,600,stuck,0.1543,7.91052
267,752.839,555.617,1543,goal,0.1533,8.07812
268,675.762,551.947,1280,goal,0.1522,6.47974
269,352.375,552.885,477,goal,0.1511,10.95772
270,592.923,564.136,1751,collision,0.1501,8.90658
271,374.653,552.155,1847,stuck,0.1490,9.50703
272,686.031,559.200,2224,collision,0.1480,6.48970
273,421.261,548.394,2096,collision,0.1469,10.24139
274,103.412,527.173,2807,collision,0.1459,7.54774
275,1204.181,532.031,2860,goal,0.1449,7.69785
276,809.379,529.107,2390,collision,0.1439,8.77763
277,1112.770,549.371,2766,goal,0.1429,7.70417
278,928.436,553.424,2181,goal,0.1419,9.65797
279,1044.637,568.359,3031,goal,0.1409,9.92295
280,970.955,596.865,3900,collision,0.1399,8.59109
281,465.427,593.952,728,goal,0.1389,3.24346
282,127.034,592.768,570,collision,0.1379,9.62934
283,1716.340,613.708,4359,goal,0.1370,7.78730
284,499.245,623.776,835,goal,0.1360,12.01112
285,495.063,623.797,850,goal,0.1351,9.39673
286,490.661,619.336,1858,collision,0.1341,8.57357
287,520.009,603.540,2916,stuck,0.1332,7.67121
288,-65.704,590.228,600,stuck,0.1322,8.10251
289,935.134,596.093,2996,collision,0.1313,5.52476
290,384.673,586.958,1318,collision,0.1304,7.66825
291,159.583,590.248,660,collision,0.1295,8.56324
292,386.205,569.463,1870,stuck,0.1286,8.92707
293,158.337,581.213,1417,collision,0.1277,5.67940
294,1304.568,589.926,2998,goal,0.1268,7.04027
295,1207.662,606.347,3020,goal,0.1259,7.56585
296,554.807,616.141,2335,stuck,0.1250,7.87229
297,560.178,618.251,1013,goal,0.1241,10.50023
298,-439.747,595.821,841,stuck,0.1233,10.63047
299,-10.728,577.800,360,collision,0.1224,8.14453
300,556.747,585.570,1047,goal,0.1216,8.78850
301,-31.992,567.874,1258,stuck,0.1207,6.87881
302,850.964,573.988,1754,goal,0.1199,10.10192
303,425.645,569.570,775,goal,0.1190,11.74422
304,223.705,560.297,790,collision,0.1182,7.74719
305,405.468,569.087,1536,collision,0.1174,10.31916
306,1739.147,575.128,4218,goal,0.1165,6.43903
307,768.586,588.406,1645,goal,0.1157,7.59814
308,633.769,592.954,1414,goal,0.1149,9.53111
309,127.042,583.261,446,collision,0.1141,7.95077
310,-158.633,571.320,1222,stuck,0.1133,8.37852
311,987.572,589.903,2184,goal,0.1125,7.75279
312,962.542,596.968,2071,goal,0.1117,4.90906
313,1318.055,610.064,3181,goal,0.1109,8.56956
314,-38.696,588.899,1172,stuck,0.1102,7.25773
315,339.929,570.561,1254,collision,0.1094,7.24349
316,755.249,586.869,1723,goal,0.1086,8.48657
317,541.705,582.646,2191,stuck,0.1079,10.18375
318,1109.895,591.329,2974,goal,0.1071,9.96567
319,1022.366,604.729,2247,goal,0.1064,7.94297
320,638.905,605.649,1911,collision,0.1056,10.52783
321,664.653,611.449,1291,goal,0.1049,7.46478
322,-427.660,589.175,1752,stuck,0.1041,10.10245
323,943.350,599.617,3181,collision,0.1034,7.44019
324,86.631,599.281,1828,collision,0.1027,7.87728
325,-18.236,574.833,778,stuck,0.1020,9.73260
326,250.759,563.660,146,goal,0.1013,14.73076
327,908.786,559.581,2306,goal,0.1006,8.04800
328,1163.748,564.287,2585,goal,0.0999,7.61500
329,1004.899,563.492,3321,collision,0.0992,9.72733
330,384.868,551.770,572,goal,0.0985,7.67167
331,705.861,556.579,1552,goal,0.0978,6.55453
332,152.186,557.082,2465,collision,0.0971,8.70934
333,101.035,524.776,419,collision,0.0964,7.83849
334,771.563,530.222,1599,goal,0.0957,7.87191
335,301.836,526.358,400,goal,0.0951,12.33734
336,454.177,525.628,710,goal,0.0944,9.16691
337,1120.903,537.646,2795,goal,0.0937,6.52147
338,211.354,543.187,2336,stuck,0.0931,6.43490
339,494.118,534.367,1035,goal,0.0924,7.22152
340,942.769,545.529,2097,goal,0.0918,10.13613
341,307.853,548.494,1291,collision,0.0911,10.33268
342,211.930,545.009,1467,stuck,0.0905,5.68879
343,464.522,551.132,1355,collision,0.0899,8.96086
344,166.918,528.379,1283,stuck,0.0892,8.16864
345,139.066,507.007,953,collision,0.0886,11.85941
346,315.282,502.217,333,goal,0.0880,6.55521
347,576.221,502.538,1704,collision,0.0874,7.08747
348,755.367,526.440,2399,collision,0.0868,8.14196
349,844.390,543.542,1853,goal,0.0862,7.89858
350,712.399,546.655,1417,goal,0.0856,7.22512
351,1551.931,578.334,4425,goal,0.0850,6.75446
352,198.676,565.288,1473,collision,0.0844,8.40648
353,90.658,558.588,2981,stuck,0.0838,6.60760
354,669.186,567.498,1380,goal,0.0832,5.86344
355,246.497,564.319,1102,collision,0.0826,6.82355
356,1070.089,550.937,2841,goal,0.0820,7.09821
357,0.915,535.584,1160,collision,0.0814,9.59851
358,445.983,531.828,1392,collision,0.0809,8.92536
359,836.562,546.019,2688,collision,0.0803,8.91975
360,488.519,558.962,887,goal,0.0797,5.87625
361,226.143,543.733,1174,collision,0.0792,9.70560
362,641.931,537.321,2147,collision,0.0786,6.30996
363,259.496,516.150,277,goal,0.0781,14.20912
364,118.848,519.301,1293,stuck,0.0775,8.70156
365,423.920,520.980,809,goal,0.0770,5.70343
366,787.787,521.631,1732,goal,0.0765,10.16651
367,273.454,516.266,264,goal,0.0759,9.82336
368,393.830,501.945,1962,stuck,0.0754,8.32909
369,1464.670,510.791,3749,goal,0.0749,8.33338
370,335.122,504.715,1060,collision,0.0743,5.76170
371,221.948,495.861,788,collision,0.0738,9.21106
372,348.970,511.394,546,goal,0.0733,8.59381
373,431.401,501.155,1466,collision,0.0728,10.30294
374,681.486,513.052,2104,collision,0.0723,8.40358
375,550.470,524.426,2176,stuck,0.0718,6.88145
376,82.978,521.070,872,collision,0.0713,10.92404
377,-67.551,501.544,600,stuck,0.0708,6.32310
378,120.809,480.685,497,collision,0.0703,10.08686
379,911.291,478.813,1927,goal,0.0698,9.56928
380,917.675,489.469,3072,collision,0.0693,8.06683
381,1266.781,500.687,5410,goal,0.0688,6.99288
382,764.846,512.940,1683,goal,0.0683,9.41287
383,5.636,511.032,122,collision,0.0679,4.50103
384,763.995,510.881,3396,stuck,0.0674,6.83424
385,-42.800,503.988,872,collision,0.0669,7.93399
386,827.921,511.463,1735,goal,0.0664,5.69274
387,289.318,494.832,977,collision,0.0660,7.32399
388,135.633,493.317,1304,collision,0.0655,7.47888
389,535.624,494.147,1664,collision,0.0651,7.89648
390,231.333,479.919,155,goal,0.0646,11.30845
391,921.731,492.196,2457,goal,0.0641,7.65546
392,510.254,498.163,1916,collision,0.0637,8.91898
393,850.918,505.890,1815,goal,0.0632,6.97125
394,1299.211,528.536,3723,goal,0.0628,6.28819
395,461.065,534.976,1486,collision,0.0624,8.22840
396,14.250,528.956,187,collision,0.0619,9.18947
397,725.607,531.943,1462,goal,0.0615,9.92105
398,228.604,521.408,548,goal,0.0611,8.26104
399,602.895,516.578,1058,goal,0.0606,6.86247
400,398.151,510.293,616,goal,0.0602,6.11258
401,561.229,490.479,1151,goal,0.0598,9.61663
402,820.657,502.919,1781,goal,0.0594,8.90345
403,426.497,509.636,1410,collision,0.0590,9.06876
404,111.997,498.492,427,collision,0.0585,11.24345
405,876.580,511.094,1867,goal,0.0581,10.35148
406,696.835,503.628,1424,goal,0.0577,7.83368
407,914.137,521.893,3213,stuck,0.0573,7.63114
408,1474.897,542.471,3640,goal,0.0569,7.56188
409,-61.865,524.503,2604,stuck,0.0565,9.13593
410,451.567,523.764,747,goal,0.0561,8.14283
411,9.141,519.424,125,collision,0.0557,9.80249
412,1171.447,530.014,2779,goal,0.0553,8.24717
413,984.737,544.519,2078,goal,0.0550,6.66777
414,869.569,559.533,1826,goal,0.0546,8.80286
415,521.156,561.478,1658,rollover,0.0542,5.87442
416,311.763,551.957,1082,collision,0.0538,5.16775
417,603.677,558.562,1231,goal,0.0534,9.01194
418,1437.888,579.443,3296,goal,0.0531,7.56263
419,45.798,551.066,273,collision,0.0527,9.42683
420,390.351,552.170,613,goal,0.0523,14.76447
421,1122.612,570.183,2534,goal,0.0520,10.49345
422,804.496,579.294,1880,goal,0.0516,8.04586
423,1013.419,590.934,2282,goal,0.0512,8.34219
424,348.727,584.279,1210,collision,0.0509,10.19519
425,1199.743,597.265,3056,goal,0.0505,8.88629
426,773.058,611.066,1695,goal,0.0502,7.46398
427,1175.200,635.921,3299,goal,0.0498,8.09866
428,1331.579,660.137,3198,goal,0.0495,6.86090
429,164.637,645.204,663,collision,0.0491,8.50424
430,384.283,634.536,501,goal,0.0488,13.14828
431,374.827,616.697,1255,collision,0.0484,9.19853
432,24.997,601.900,211,collision,0.0481,6.78096
433,-20.000,601.387,1,collision,0.0478,0.07176
434,692.496,599.957,1397,goal,0.0474,10.64119
435,56.600,601.945,760,collision,0.0471,11.71629
436,837.232,602.131,1689,goal,0.0468,8.59012
437,1396.914,624.283,3778,goal,0.0464,8.92115
438,289.697,627.364,1457,collision,0.0461,9.84287
439,997.117,636.594,2502,goal,0.0458,8.46620
440,273.863,637.445,845,collision,0.0455,3.02039
441,689.022,632.791,1999,collision,0.0451,7.13560
442,453.522,631.656,678,goal,0.0448,8.92888
443,427.397,623.186,1567,collision,0.0445,10.56585
444,359.530,604.392,578,goal,0.0442,6.44067
445,757.538,610.321,1521,goal,0.0439,7.57189
446,412.913,618.295,1245,collision,0.0436,9.39404
447,111.972,606.022,380,collision,0.0433,9.07951
448,1003.495,621.520,2300,goal,0.0430,11.48622
449,580.766,621.077,1115,goal,0.0427,9.53637
450,1049.660,634.107,2418,goal,0.0424,9.82436
451,1243.297,647.749,2848,goal,0.0421,6.90404
452,528.665,641.909,898,goal,0.0418,6.84316
453,734.112,648.061,1430,goal,0.0415,11.83800
454,330.768,652.437,1829,stuck,0.0412,10.01375
455,1075.271,656.410,2318,goal,0.0409,9.23861
456,-308.608,636.302,794,collision,0.0406,7.14107
457,50.237,619.024,283,collision,0.0403,4.80649
458,782.832,605.182,1668,goal,0.0401,9.66853
459,571.946,617.859,1080,goal,0.0398,7.18795
460,548.897,619.805,986,goal,0.0395,11.82592
461,591.022,631.443,1075,goal,0.0392,11.60641
462,798.240,623.979,1717,goal,0.0390,9.65635
463,991.030,624.105,2934,collision,0.0387,9.36302
464,211.933,610.952,772,collision,0.0384,7.09543
465,314.234,606.813,1826,stuck,0.0381,7.98547
466,982.877,620.236,3209,collision,0.0379,9.50690
467,405.212,616.266,625,goal,0.0376,10.39894
468,1098.350,609.476,2436,goal,0.0373,8.68413
469,158.553,611.731,487,collision,0.0371,3.81594
470,824.396,620.412,1804,goal,0.0368,8.15424
471,-47.567,597.008,658,stuck,0.0366,10.53096
472,1134.330,603.605,2497,goal,0.0363,9.09552
473,565.693,594.650,1072,goal,0.0361,8.77473
474,649.280,600.661,1317,goal,0.0358,8.78328
475,616.476,588.996,1228,goal,0.0356,8.24084
476,668.916,586.913,1538,goal,0.0353,8.55704
477,1779.856,599.006,4348,goal,0.0351,10.98962
478,794.585,588.266,2315,collision,0.0348,8.99844
479,337.125,591.716,2814,stuck,0.0346,7.80614
480,1699.228,618.015,3988,goal,0.0343,9.53673
481,77.818,612.075,581,collision,0.0341,9.74434
482,743.423,626.443,1441,goal,0.0338,8.45630
483,33.110,627.505,406,rollover,0.0336,7.03666
484,1215.086,637.957,2868,goal,0.0334,9.12913
485,722.557,651.276,1428,goal,0.0331,8.04553
486,1216.735,658.866,2847,goal,0.0329,11.15456
487,-104.909,628.830,761,collision,0.0327,8.38891
488,416.552,631.367,1261,collision,0.0325,9.99647
489,213.359,615.692,918,collision,0.0322,8.31872
490,-59.602,609.023,600,stuck,0.0320,9.35321
491,488.659,605.015,1545,collision,0.0318,9.17153
492,293.676,601.818,328,goal,0.0316,11.58084
493,723.681,607.744,1528,goal,0.0313,9.84224
494,1833.503,637.224,4773,goal,0.0311,7.93853
495,312.661,628.326,936,collision,0.0309,7.73146
496,338.827,626.844,471,goal,0.0307,8.30925
497,249.143,629.588,322,goal,0.0305,7.85035
498,1625.495,642.028,3943,goal,0.0303,8.42121
499,300.982,636.432,1823,stuck,0.0300,11.17033
500,49.269,616.424,424,collision,0.0298,9.63000
501,241.406,596.386,210,goal,0.0296,6.02098
502,380.290,593.419,1221,collision,0.0294,12.46744
503,-276.676,573.203,1696,stuck,0.0292,11.31999
504,669.384,579.975,1290,goal,0.0290,9.37141
505,-217.582,554.118,1307,stuck,0.0288,9.32503
506,-565.722,548.976,1302,stuck,0.0286,7.26082
507,32.922,548.630,226,collision,0.0284,8.93572
508,923.632,551.446,1993,goal,0.0282,10.66891
509,756.828,555.143,1515,goal,0.0280,10.46488
510,1076.665,565.699,2466,goal,0.0278,10.10174
511,-1.399,553.850,112,collision,0.0276,18.19518
512,587.520,549.636,1184,goal,0.0274,8.65104
513,33.777,530.491,727,collision,0.0272,7.54796
514,33.218,526.917,433,collision,0.0270,7.98739
515,67.861,521.989,633,collision,0.0268,11.20422
516,208.908,506.510,1419,collision,0.0267,8.83655
517,329.638,504.998,1232,collision,0.0265,6.44395
518,489.987,492.831,922,goal,0.0263,10.87180
519,484.459,499.349,1510,collision,0.0261,8.49154
520,1168.305,506.227,2582,goal,0.0259,11.41286
521,75.139,508.681,813,collision,0.0257,5.97391
522,158.503,489.165,741,collision,0.0256,11.80935
523,130.882,480.469,477,collision,0.0254,4.31635
524,771.712,482.917,1729,goal,0.0252,8.92470
525,1523.413,501.056,3768,goal,0.0250,9.54796
526,85.427,489.386,411,collision,0.0248,12.81658
527,1546.255,484.714,4003,goal,0.0247,10.35350
528,667.154,482.166,1363,goal,0.0245,11.93033
529,1317.038,501.764,3033,goal,0.0243,10.61768
530,206.801,471.915,702,collision,0.0242,10.72681
531,797.331,486.306,1584,goal,0.0240,7.07906
532,671.866,484.874,1410,goal,0.0238,9.56533
533,415.222,492.517,1752,collision,0.0237,8.89610
534,1037.235,488.960,2300,goal,0.0235,8.37657
535,271.697,479.943,817,collision,0.0233,5.96177
